,image_id,question,answer
4428,308210,Where can you buy these luggages?,walmart
4429,326001,What are these pieces made of and where can we find them?,clay museum
4430,484964,What is the name of the food strapped together with the red bands?,asparagus
4431,520851,What is this kit for?,sew
4432,274277,Name breed of cow?,angus
4433,293142,What does the boy appear to be at?,krispy kreme
4434,328106,What is inside those motorcycle tires?,air
4435,561126,Is this a new or old vehicle?,old
4436,54938,What animals might be out of shot in this picture?,shark
4437,57870,What type of wood is used to manufacture the chairs shown in the image?,bamboo
4438,96828,These players use tennis rackets to hit what?,tennis ball
4439,419645,What kind of machine is this?,truck
4440,236141,What is this man on?,snowboard
4441,322869,Would you have travel far or nearto get here?,far
4442,469330,What is the building in the background for?,church
4443,66662,Why is the car being towed?,broken
4444,75800,What is the name of a person who rides these animals in races?,jockey
4445,331165,What is the specific type of structure pictured here?,bridge
4446,292928,Which city is the given sport originated from?,los angeles
4447,391367,What type of boat is pictured?,sailboat
4448,476106,What is the purpose of this company?,cellular service provider
4449,207250,What brand are these?,boyds
4450,123851,Who makes chairs like this?,ikea
4451,355657,What kind of truck do you see?,bucket truck
4452,565755,What do you call these types of ducks?,geese
4453,48160,What style of jeans are these women wearing?,skinny
4454,114869,What breed is this dog?,rottweiler
4455,552304,What is the batter's dominant hand?,left
4456,313914,What kind of covering is on this bed?,comforter
4457,529823,Horses typically eat what types of fruits?,apple
4458,279883,Who sells the red pillow cases seen behind these two men?,target
4459,456343,What body of water is this person located?,pond
4460,63345,Is this a table or step?,table
4461,14683,What kind of horses are these?,quarter
4462,209382,What is the name of the top shape in the scene?,octogon
4463,105386,What brand of shoes do these resemble?,converse
4464,241720,What type of hat is the woman in this picture wearing?,fedora
4465,496256,Is that asphalt or concrete on the ground?,concrete
4466,193732,How can i find the closest vietnam vet memorial cemetery near me?,google
4467,543986,How are effective are ear thermometers compared to other types?,less effective
4468,189943,Name the lighting model used in this picture?,spot light
4469,497804,Which country has the largest population of this animal?,kenya
4470,67269,Where is the man going?,to beach
4471,85657,What sort of iconic american west hero is associated with these animals?,cowboy
4472,300441,Brand of bus?,macbraynes
4473,90324,What city is shown in the photo?,tokyo
4474,402174,Which airline is this?,united parcel service
4475,126413,What powers the plane?,fuel
4476,386429,Can you guess the place where this sport is played?,baseball field
4477,315374,What genus of flower is placed inside the vase?,daisy
4478,249839,What is the food in the picture called?,calzone
4479,99008,How many of this food item is sold every year?,20 billion
4480,91948,What is this move called in tennis?,backhand
4481,302372,Where did this surfer get his board?,shop
4482,375820,What is the lighting like in this room?,dark
4483,140548,What type of bear is this?,polar
4484,173538,What type of bird is shown in this iamge?,parrot
4485,105401,What type of truck is this?,semi
4486,402004,What president inspired the creation of this toy?,theodore roosevelt
4487,178812,What cuisine is this?,german
4488,13397,What is the plane going to do?,land
4489,431569,How many of this type of animal typically live together?,6
4490,253829,What is a large group of these animals called?,herd
4491,443,What is the man holding the cats relationship status?,married
4492,136312,What's the name of the tallest building in this photo?,big ben
4493,543622,Which dog breed is associated with this vehicle?,dalmation
4494,62927,Where is the bird standing?,pier
4495,569255,What ethnicity are the people?,caucasian
4496,457434,What is the name of a famous children's book with a main character of the same species as the animal in the picture?,dumbo
4497,413401,What type of fruit is in the bowl?,strawberry
4498,222127,What type of instrument is he holding?,guitar
4499,203711,What kind of car is this?,bmw
4500,506979,Which finger is the child holding up?,index
4501,198721,What form is the man using to throw the frisbee?,underhand
4502,232227,What is the woman holding?,suitcase
4503,129205,What game is the boy playing?,wii bowl
4504,281631,What type of numerals are the numbers on this clock?,roman
4505,292587,What breed of dog is this?,terrier
4506,471095,What breed is this dog?,dachshund
4507,567899,What shade of green did they use?,olive
4508,245377,When was this transportation first used?,1804
4509,334103,What monument is that?,washington
4510,515917,How long does it take someone to go to school for this profession?,4 years
4511,266910,On average how many people commute on this transport daily?,10000
4512,422608,How many hours do these animals sleep daily?,12
4513,77874,What breed of horses are these?,arabian
4514,414089,What language is on these signs?,spanish
4515,390792,What musical instrument is this man playing?,guitar
4516,383581,What profession would most likely use these intruments?,doctor
4517,58250,What are these signs for?,street
4518,186254,How fast can people ski?,80 mph
4519,209089,Which city are the two people posed in?,san francisco
4520,560037,What food do these animals eat?,bread
4521,276417,What baseball team has the same colors from the west coast?,cub
4522,26118,What is the name of the item that is hit back and forth in this game?,tennis ball
4523,385929,What type of weather is this?,cloudy
4524,359081,What raw ingredient has been added to this meal?,spinach
4525,94920,If this man was to hit a ball into the dugout that would be called a what type of ball?,foul
4526,183588,What type of writing is this called on the wall?,graffiti
4527,284406,What year was this sport invented?,1965
4528,457797,Which famous 'hawk' rides this transportation?,tony
4529,254795,What do the green letters and numbers on this bill mean?,money
4530,541288,What is material is the white circular object made from?,cream
4531,177387,Is the water likely salty or fresh?,salty
4532,100337,What kind of a horse is this?,shetland
4533,54962,What type of ship is sailing in this photo?,ferry
4534,542402,What is the job title of the person who uses that tool?,stylist
4535,222180,What religious group uses this mode of transportation?,amish
4536,391823,What chemical is in the cats that makes them fly?,helium
4537,544561,Who invented the toy the girl in holding?,mozi and lu ban
4538,310772,What is the race of the horses shown on the image?,clydesdale
4539,199533,What is the instrument used for?,music
4540,149388,Did the player miss or hit the ball?,hit
4541,299066,What are the dangers in bringing home this if it's stray?,rabies
4542,532857,What do these animals eat?,dog food
4543,145682,What does this donut cost?,dollar
4544,447552,What name for a man could this picture bring to mind?,john
4545,14644,What type of art is pictured?,graffiti
4546,428093,What is the significance of this man's tie?,business
4547,377543,What is the name of the area in which the athlete is standing?,court
4548,373645,What style of sweater is the woman on the left wearing?,cardigan
4549,362154,What is this person known for?,writer
4550,139309,How does the moon affect these natural phenomenon?,tide
4551,52518,What do those windows bring into the room?,light
4552,536496,What are these animals doing?,run
4553,102333,How many stripes does this animal typically have?,lot
4554,128434,What is the formal name of pipe exhausting smoke from the woodburning stove?,chimney
4555,68231,What type of work happens here?,unsure
4556,427727,What establishment is serving this food?,food truck
4557,578002,What would you do with this?,drink
4558,305779,What airline is this?,american airline
4559,427975,What emotion does the symbol on this purse traditionally represent?,love
4560,351352,The name of the location for the people would sit?,cockpit
4561,118730,What kind of shoes does the runner have on?,sneaker
4562,419907,What could you cook with these ingredients?,banana bread
4563,546620,What department maintains and uses this?,fire department
4564,208381,What are the things called that are in their hands?,pole
4565,480313,What brand of sunglasses are those?,oakley
4566,446471,What collection is this?,teddy bear
4567,499027,How hard is she gonna hit that ball?,very hard
4568,119294,What is the transportation on?,track
4569,524453,What type of surface is the person standing on?,sand
4570,44385,What type of swing is this?,overhand
4571,303453,What type of stone are these walls made of?,limestone
4572,404812,Is the canine domestic or wild?,domestic
4573,282558,How tall is the girl?,4 feet
4574,431808,What is the most unhealthy food on the plate?,bread
4575,446266,What kind of soap would be used on these?,dish soap
4576,195837,What is the horse hook to?,plow
4577,60593,What type of shirt is the man on the right wearing?,button up
4578,273436,What are the burning sticks called?,candle
4579,518649,What is the name of the store?,7 eleven
4580,394113,Which water sport is this person participating in?,parasailing
4581,458430,Can you guess the area whether it is rural or urban?,rural
4582,222145,What is the latin name for this animal?,felis catus
4583,308919,What is the bird sitting on?,wire
4584,139679,Why are his feet in the air?,lean
4585,361620,What era is the decor from?,victorian
4586,429762,Which valuable material grows on this animal's face?,ivory
4587,448069,What is the yellow stuff on top of this hotdog?,mustard
4588,366577,What pattern is shown in this picture?,striped
4589,289790,What type of phone is this?,cell
4590,204458,What kind of bear is depicted here?,polar
4591,112703,What kind of buses are these?,vacation
4592,194159,What kinds of boats are these?,yacht
4593,388960,Where are these mountains located?,colorado
4594,399746,What color handle is unique?,blue
4595,62257,What activity might you use this for?,travel
4596,350644,The knot being tied here is commonly referred to as?,half windsor
4597,344793,What ski resort is this?,aspen
4598,148246,What types of items are these?,clock
4599,121366,What's the name of that type of shirt?,tank top
4600,576225,What vegetable does it take to make what she holding?,potato
4601,499061,What does the food on the right come from?,pig
4602,27742,What material is used to make the vests worn by the people in this photo?,polyester
4603,426318,What company makes those shoes?,addidas
4604,559633,What are animals of this kind most often used for?,ride
4605,211406,What type of fasteners are used on this type of shoe?,lace
4606,484277,What type of picture might she be taking?,selfie
4607,511461,What is the placemat on the table made from?,bamboo
4608,22500,How much does an average business spend on these?,$500
4609,107197,What types of boats are these?,canoes
4610,146611,What is the large white ceramic oval in the picture used for?,bath
4611,187559,What type of habitat is this?,african
4612,105921,Where did this sport originate?,hawaii
4613,350484,What type of dog breed is that?,terrier
4614,368626,What happens when the railroad lights flash and the light is green?,go
4615,408854,What are those colorful items to be used for?,canoe
4616,71908,What decade did this sport first become popular?,70s
4617,291290,What terrain is in the picture?,mountain
4618,373292,This bird is associated with which famous cartoon?,woody woodpecker
4619,148517,What is the name of this surfer's stance?,no idea
4620,417475,What kind of clothing is this child wearing?,wetsuit
4621,285470,What is the bird doing?,drink
4622,248150,How do we know this is not a professional game?,cloth
4623,4761,Is this a laptop or desktop?,desktop
4624,243382,Is this legal or illegal?,legal
4625,148343,What common topping is on the hotdogs?,ketchup
4626,243333,What kind of cars are near the people?,cadillac
4627,214870,What are the meters used for?,park
4628,65732,What type of cell phone is shown in the picture?,flip phone
4629,269788,How would someone learn to do this activity?,practice
4630,62815,What type of landscape is this?,urban
4631,71043,This famous sport was desegregated who was the first african american to play with white people?,jackie robinson
4632,436521,Who is the leading female player in this sport?,serena williams
4633,28263,Who wouldn't eat this?,lactose intolerant
4634,80745,Why are some bananas green?,not ripe
4635,251026,What is the name for the type of clouds in the sky of this photo?,stratus
4636,225539,This woman wears glasses for what purpose?,see
4637,64241,What is the name of the vehicle?,jet ski
4638,154667,What is the purpose of this picture?,advertising
4639,60350,Who makes the video game console that the people are playing?,nintendo
4640,12892,What do you look through when you sit on this bus?,window
4641,450961,What type of climate grows this fruit best?,tropical
4642,545447,What is the use of that light?,traffic
4643,348697,What brand is the hairdryer?,conair
4644,495134,What type of bird is this?,crow
4645,392167,What is on the sandwhich?,egg salad
4646,161062,What company owns this plane?,american
4647,364484,What do people do here?,sleep
4648,351146,What type of seasoning?,parsley
4649,217165,What beer brand has these horses?,budweiser
4650,116462,What kind of truck is this?,fire truck
4651,48408,Which fruit associated with the state of georgia is the color of this umbrella?,peach
4652,48288,What is the term for the gauge on the right?,speedometer
4653,199719,What is the distinct characteristic of this animal?,trunk
4654,207698,Is this english or american riding?,american
4655,2619,What species of bear is this?,grizzly
4656,198547,What flag is on the bike?,british
4657,147856,What is the name of this style of rug?,oriental
4658,346310,How can you tell if these zebras are male or female?,genital
4659,339352,What type of devices are these?,computer
4660,382624,What does the top of the tower have on it?,weathervane
4661,420608,How long does this animal usually live?,30 years
4662,524786,The conveyance that looks like a bicycle attached to a cart is the asian equivalent to what normally yellow item found in us cities?,taxi
4663,68028,What type of meat is in this meal?,corned beef
4664,39065,What kind of shirt is this guy wearing?,button down
4665,190000,What is this man doing with this plane?,signal
4666,348143,What popular vacation vessel is this?,cruise ship
4667,19397,What cat food brand that cat has been eating in the basement niche?,purina
4668,512845,What material are the three colorful swaths made of?,silk
4669,144881,What piece of furniture is the television on top of?,desk
4670,513577,What kinds of haircuts to these men have?,crew cut
4671,142299,How is this vehicle powered?,horse
4672,381470,What is it called when a woman feels like this in the morning?,morn sick
4673,42463,What is the gender of the person in the image?,male
4674,391216,Approximately how tall is the building behind the animal shown here?,20 feet
4675,268406,Who prepared this food?,cook
4676,135278,Which type not brand of television is this?,crt
4677,234207,What breed of dog is represented?,hound
4678,420244,What is this woman tuning?,mandolin
4679,162419,What activity might these vehicles been used for?,hobby
4680,405288,Why do people typically visit this location?,vacation
4681,232718,What vegetable are the green leaves?,arugula
4682,38350,Who invented this mountain sport?,tom sim
4683,453517,Would the animals in the picture be considered african or indian elephants?,african
4684,453907,Is this meal healthy or unhealthy?,unhealthy
4685,454086,What fuels this vehicle?,diesel
4686,348715,How do a plane's wings help them to fly?,lift
4687,319117,What utensil is seen in the photo?,tong
4688,447913,Is this an example of a toy collector or normal kid?,toy collector
4689,344385,Why are these people in the water?,bath elephant
4690,473553,What teams are playing in this image?,angel and dodger
4691,82904,What climate do trees like that grow well?,tropical
4692,169934,How many vertebrae are in the neck of this species?,7
4693,307857,Where do these fryut grow?,tree
4694,545409,What are the black objects depicted used for?,walk
4695,499054,What breed of cat is this?,tuxedo
4696,362140,Why might we suspect this person likes analogue equipment?,camera
4697,25996,What device is the baby on?,sled
4698,344921,What type of dog is that?,chow
4699,312338,Would this be a traditionally made or custom made?,custom
4700,137552,What is this arrangement of plants called?,bouquet
4701,482265,What is the blue colored food?,cabbage
4702,525360,What are these people about to do?,ski
4703,513983,What was this art made of?,frost
4704,397534,What is this tennis stroke called?,overhand
4705,559619,What language is this sign in?,arabic
4706,526666,What book is that?,paperback
4707,496918,How ripe are the bananas?,very ripe
4708,554559,Horns grow on what gender of cow bull?,male
4709,143929,What kind of birds are these?,sparrow
4710,251835,What is this author's most well known work?,walk in wood
4711,467905,At what time of day would she be doing this?,noon
4712,122796,Which african american female won the most awards in this sport?,venus williams
4713,214256,What kind of sink is this?,bathroom sink
4714,83254,What are the two players doing by the net?,talk
4715,182242,What breed of dog is in the truck?,german shepherd
4716,143258,What type of coffee is that?,espresso
4717,154677,Are these people in a classroom or a store?,store
4718,541255,What is the green food on this sandwich?,spinach
4719,261235,What fruit family are these from?,citrus
4720,9809,What country is this?,united state
4721,21535,Name the type of ceramic used to make this toilet shown in this picture?,vitreous china
4722,513683,What position did the man on the shirt hold?,president
4723,159723,What ethnicity are these people?,caucasian
4724,473870,What is the temperature?,freeze
4725,157278,What resort is this snowboarder at?,vail
4726,229058,Where is the sun facing in this picture?,north
4727,579271,Does the weather above to be above or below 50 degrees in this picture?,below
4728,274248,What is the name of the aeroline?,airbus
4729,125115,When was this game sold for the first time?,2007
4730,126967,People with this color hair are often found in which island nation?,ireland
4731,257670,What brand of phone is this woman holding?,nokia
4732,253031,What is the role of the person with the bat?,hitter
4733,121318,What kind of coffee is this?,espresso
4734,420475,What is the name of the trick the motor cyclist is doing?,wheelie
4735,415119,Is this meal healthy or unhealthy?,healthy
4736,33182,What appliance can be find in the room pictured?,sink
4737,146208,What is the train on?,track
4738,58153,Which fork do you eat main entree with?,right fork
4739,454708,What are some plants that can survive indoors?,succulent
4740,22123,What temperature is the water considered too cold for this activity?,60
4741,145926,What athlete is most famous for playing this position?,randy johnson
4742,453567,When people that engage in this sport need to keep warm they wear what?,wetsuit
4743,152621,What does the sign on the pole indicate?,no park
4744,146454,Where can this setting usually be seen?,parasauiling
4745,228974,What event is going on?,sleepover
4746,478215,What do these animals eat?,plant
4747,453646,What is the gestation period of this animal?,13 months
4748,53458,What type of fuel does this type of train use?,diesel
4749,510591,What are these painted objects used for?,they're toilet seat
4750,283884,Where in the world are there big mountains?,switzerland
4751,277788,What type of vegetable is this?,carrot
4752,406446,How much time per day does the average person spend on the device?,2 hours
4753,208418,When was this item first installed in the us?,1972
4754,230741,What makes that line in the sky?,plane
4755,552630,Who makes that baseball bat?,wilson
4756,193710,What sort of dishes can be prepared from the items in the photo?,bread
4757,197001,What kind of trick is the skateboarder performing?,wall
4758,235976,Who painted the mural on the side of this bus?,artist
4759,538170,How any passengers would this plane hold?,300
4760,138153,What is this room used for?,bath
4761,237413,What is this fixture used for?,potty
4762,541319,What popular alcoholic drink features a stalk the same color as this couch?,bloody mary
4763,298154,What railroad are they traveling?,subway
4764,257782,What profession are these people?,chef
4765,473438,What are these?,carrot and cauliflower
4766,478351,How deep is this place?,1 mile
4767,361490,What is the bed covering called?,duvet
4768,44170,What do you call the multicolored topping on this woman's food?,sprinkle
4769,273352,People who use this equipment are typically called what?,surfer
4770,379607,What style of top is that girl wearing?,tank top
4771,25192,Which items depicted here would also be at home in a salad bowl?,lettuce
4772,489606,What small animal with a tail could this cat be hunting in the house?,mouse
4773,100319,How is this roof fastened to the ground at the four points?,anchor
4774,182507,Where are the potato chips made?,factory
4775,35318,In which furnicture piece is the cat lying in?,shelf
4776,301644,What kind of bear is in the photo?,teddy
4777,292226,What sport is played?,cycling
4778,200305,What kind of perosn lives here?,single
4779,93657,Which airlines is portrayed in this photo?,air france
4780,263734,What kind of flooring is in this kitchen?,tile
4781,172889,What job would use these products on a daily basis?,janitor
4782,558678,When did this hobby start?,1800s
4783,245135,Why wouldn't you want this animal for a pet?,wild
4784,419028,What is the oldest ancient artifact?,urn
4785,18780,What ethic group makes this food most commonly?,italians
4786,397645,What is the appliance that the man has opened the door or?,refrigerator
4787,140092,What was the name of the character with this profession in a famous ken kesey novel?,nurse ratched
4788,181932,What is the name of the material used to make this kind of fence?,barbed wire
4789,388726,How are these types of boats docked?,anchored
4790,242145,What do these tools help with?,carry
4791,337277,What types of technology are shown in the picture?,computer
4792,484666,What is the exchange being offered here?,cash for gold
4793,64283,What are these sheep doing?,graze
4794,297632,What is the purpose of the device the man is holding in his hand?,communication
4795,569349,What kind of flowers are in the background?,tulip
4796,298295,What bridge is being shown?,golden gate
4797,531457,How far along into her pregnancy does she seem?,7 months
4798,410574,What is the man in this picture using to communicate?,cell phone
4799,320253,What can this hold?,cloth
4800,477943,How old must you be to drink this legally?,21
4801,500740,What is unusual about this baseball photo?,gum
4802,2570,What holiday theme is represented on the donut?,halloween
4803,88538,Why are there umbrellas in this kitchen?,photography
4804,405622,What queen rules here?,elizabeth
4805,47502,What brand of computer?,samsung
4806,509986,What type of material is this counter made of?,granite
4807,269597,What country are they driving in?,sweden
4808,113150,These types of bears typically belong on what continent?,antarctica
4809,525467,What is this skateboarding trick called?,kickflip
4810,467262,What bank does this atm come from?,servihanca
4811,529788,Who uses this mode of transportation?,travel
4812,216742,What landmark is in the background?,big ben
4813,4702,How many players are on each team in this sport?,11
4814,389061,What was that cutlery made of?,stainless steel
4815,482452,What sound does this creature make?,meow
4816,313213,What company created the shoes the person is wearing?,converse
4817,188528,What do people fly in the air on the beach?,kite
4818,359595,It that a street lamp or the sun?,lamp
4819,344138,The shown dish is good for which parts of the body?,muscle
4820,168848,What type of location does this seem to be?,harbor
4821,61502,What type of herb is on top of this slice?,basil
4822,233672,What is the name of this game?,disc golf
4823,228227,What are the birds drinking from?,pool
4824,229407,Why would we suspect the person eating this is not diabetic?,sugar
4825,335799,What type of instrument is this?,knife
4826,270636,This sport is often done in spring for what reason?,weather
4827,164603,Is this person going down a mountain or a man made course?,man made
4828,373509,How skilled does this skier appear to be?,very
4829,435554,What major tennis tournament is played on the surface seen here?,wimbledon
4830,138891,How do these fly?,propeller
4831,249256,Which zodiac sign is like an animal seen here?,ram
4832,489186,What is the person standing in front of the netted cage called?,goalie
4833,476360,When did this sport begin?,1800s
4834,439756,What move is this tennis player currently using?,serve
4835,419714,When you get on a horse you must grab a tuft of mane and what?,saddle horn
4836,49184,What is the life span of this animal?,30 years
4837,41311,What fabrics are made these ties?,silk
4838,160317,What is strange about this cat?,wear tie
4839,440984,What tournament is this tennis playing playing in?,us open
4840,460033,What type of shoe is person in this picture wearing?,boot
4841,275057,What year was this activity invented?,1950
4842,281578,What brand of paint is on the walls?,behr
4843,276721,What are the people doing?,cycling
4844,511438,In what country is the airline which operates this plane headquartered?,australia
4845,274271,From which healthy oil the shown dish is prepared?,olive oil
4846,396550,Are these wild sheep or are they on a farm?,wild
4847,517321,What types of fats are in a dessert like this?,saturated
4848,61822,Which type of vehicle is the silver?,van
4849,577126,What lunch foods are healthy for young children?,vegetable
4850,93106,What might i dress like this for?,halloween
4851,406601,This animal is known for having a long what?,neck
4852,205280,What's passing each other in the background?,plane
4853,470471,What transportation is this?,airplane
4854,525380,What is the name of the company on the plane?,delta
4855,405441,In what year was this plane retired from service?,1979
4856,476553,What is significant about these clothes?,formal
4857,143490,Why are these people covering themselves?,snow
4858,94625,Who was the famous african american urban legend to compete against one of these vehicular machines?,john henry
4859,196888,What company has their logo on thes cups?,nestea
4860,307729,What is dispensed here?,money
4861,506808,What website is displayed?,youtube
4862,337628,What is the origin of this type of food?,french
4863,401589,What event is this?,retirement
4864,384617,What type of tennis shot is this?,backhand
4865,278823,How tall are the orange markers in the roadway?,3 feet
4866,389326,Which item would be most practical to use for opening a box?,box cutter
4867,133145,Who rides in this?,firemen
4868,564715,What country are these humans in?,australia
4869,177023,What plane is that?,pacific southwest
4870,46024,What is the brand of the drink?,fresca
4871,397482,Is the motorcycle dry or wet?,wet
4872,541880,Is this animal full grown or a younger animal?,younger
4873,107578,Name a famous player in the sport shown?,sammy sosa
4874,119187,How healthy is this meal?,very
4875,227250,Color is usually associated with this disease?,breast cancer
4876,246491,When did this model of tv come out?,1990's
4877,281394,How is the bike affixed to the pole?,chain
4878,308098,What animal is pictured?,red panda
4879,263685,Is the baby laughing or crying?,cry
4880,1681,What does the shelf mostly hold?,book
4881,167848,What kind of flower is this?,potted
4882,290080,How will the people get down the mountain?,ski
4883,33091,What is the purpose of the big screen?,score
4884,560242,Why is this unusual for an animal?,animal don't watch tv
4885,20517,To board a train at this station you need a what?,ticket
4886,385066,What type of dog is this?,chihuahua
4887,91886,What team is this up to bat?,cardinal
4888,305919,What kind of train is this?,locomotive
4889,117884,How many calories are in an average one of these?,200
4890,510729,What is the name of the type of shirt the guy is wearing in black?,v neck
4891,69874,Can you guess the place name shown in this picture?,colorado
4892,61,Are these indian or african elephants?,indian
4893,235217,Where are the land formations in the background usually found?,mountain
4894,28854,What type of waterboard is that?,wakeboard
4895,515102,What brand is the toothbrush?,colgate
4896,276639,What activity are these boys taking part in?,pet
4897,335003,What healthy oil is this dish a source of?,canola
4898,161193,How was that item on the leaf made?,poached
4899,11702,Which type of boat is roared in this picture?,canoe
4900,441652,What is this dog doing?,herd
4901,153620,Is the larger television set in the picture an older or newer model?,older
4902,45267,On the plate is a hotdog chips and what fruit?,strawberry
4903,364934,How do you score a goal in this game?,kick ball in net
4904,132139,What is the wing span of the plane?,20 feet
4905,415602,Is this a public or private bathroom?,private
4906,485595,What does the man wear around his neck?,tie
4907,167411,How do these fruits grow?,on tree
4908,292596,Is this photo from the 50's or the 90's?,50's
4909,201032,What type of relationship does his jewelry signify?,married
4910,183990,What kind of animal is being shown?,monkey
4911,1232,What kind of plane is pictured?,cessna
4912,523907,When did this food go mainstream in north america?,1900
4913,376921,In what countries does this company operate?,united state
4914,203034,Is the cooking range gas or electric?,electric
4915,284418,What type of flying insect are you likely to find here?,bee
4916,290761,What type of paint is used to make graffiti?,spray
4917,216825,What brand of skateboard is he riding?,element
4918,157288,What disease is killing bananas?,fusarium
4919,177088,What material is that red chair made of?,velvet
4920,363554,Where can i buy the fruit shown here?,supermarket
4921,274160,Is he riding fast or slow?,fast
4922,425137,What dish is being prepared in this photo?,taco
4923,59483,What nutrient is received from the orange fruit depicted?,vitamin c
4924,241148,What is the object in front of the chair used for?,foot rest
4925,563584,What is the building these children are gathered in called?,school
4926,141557,What does the animal eat?,dog food
4927,60452,What kind of horses are these?,arabian
4928,338541,What is the top of the fireplace in this image called?,mantle
4929,472737,What year is that laptop from?,2010
4930,390213,What brand is this girls racket?,wilson
4931,201308,What is the specific genis of the animal pictured?,bear
4932,47213,What type of function is this man at?,wine taste
4933,291764,What youtube video are they watching?,dance
4934,548318,What is the mat on the floor made of?,bamboo
4935,274334,What was the man with stick trying to do?,hit
4936,71603,Who invented the two wheel transportation in this photo?,segway
4937,434135,What language does this country speak?,hindi
4938,1712,What is the train on?,track
4939,288548,What are the people doing?,type
4940,491727,What country eats the most of this food?,norway
4941,345803,How are these animals being contained?,fence
4942,404592,Who is the founder of the company that made the computers pictured?,steve job
4943,456652,What culture considers these to be good luck?,indian
4944,99139,What shape is quesadilla?,triangle
4945,390675,Is this woman a tennis expert or tennis beginner?,expert
4946,281382,What is the process used to make the material this sofa is made from?,tan
4947,410898,Are the motorcycles shown being used professionally or just for fun?,professionally
4948,3249,What kind of bird is this?,blue jay
4949,341756,Where is the firetruck headed?,emergency
4950,261521,What emotion are the people in the photo experiencing towards each other?,love
4951,63820,What emblem is displayed on these airplanes?,maple leaf
4952,241905,Are they business partners or enemies?,partner
4953,389133,What molecules compose the surface that the two people are standing on?,hydrogen and oxygen
4954,200272,Where is this a native meal?,poland
4955,233829,What does this light color usually indicate?,go
4956,374001,What light is this?,stop light
4957,388900,What animals with claws do these animals like to eat?,crab
4958,437485,What activities are you able to do at this place?,read
4959,90739,What is the jumping man pulling behind him?,suitcase
4960,33896,What furniture is there?,table
4961,528937,Where are these folks skiing?,alp
4962,147746,What may have caused this accident?,speed
4963,113152,What kind of boat is this?,canoe
4964,346266,What do you think their job is?,fisherman
4965,395614,What model of train is the red train sitting on the tracks?,bullet
4966,37124,What kind of coat is the women wearing?,overcoat
4967,163828,Why does the boy in the white play baseball?,for fun
4968,441858,What trick on the skateboard is the man doing?,grind
4969,250533,What part of the pictures seems to show the most thermal energy?,center
4970,299968,What food is this?,ramen
4971,429809,What is used to separate the court?,net
4972,251988,What item here is associated with intestinal gas?,bean
4973,263189,Putting one shirt stop another is a technique called what?,layer
4974,433441,What country is this place?,nigeria
4975,10421,What is this kind of sandwich typically called?,sub
4976,335804,Where is this train currently parked at?,station
4977,569672,What brand of tissues are in the picture?,kleenex
4978,346741,Is the road wet or dry?,wet
4979,277530,What united state is famous for the vegetable listed on the front of this truck?,idaho
4980,87322,What does this vehicle use for fuel?,diesel
4981,205986,What causes the fogginess on the window?,condensation
4982,482472,What bird is the bench modeled after?,peacock
4983,210010,What branch of the military is this man from?,marine
4984,478741,What sports could this man play at this location?,volleyball
4985,448431,How old is this little leaguer?,6
4986,539967,What is the number on the batter's jersey?,16
4987,239581,What other animals have the same diet as this one?,herbivore
4988,497815,What is faster between this animal and the bicycle?,bicycle
4989,335712,Which us president made this toy famous?,teddy roosevelt
4990,540326,What is this person doing?,play video game
4991,407413,What could you exit through from this picture?,door
4992,358788,Is this an entree or dessert?,dessert
4993,221509,What is the scientific name of this baby animal?,calf
4994,577653,How windy was it to turn this umbrella inside out?,very windy
4995,278219,Can you guess the laptop model shown in this picture?,ibm
4996,117119,What type of material is this man standing on?,gravel
4997,222871,What would someone do with the object in the photo?,sit
4998,256851,What is the symbol on the man's head in the photo used for?,scan
4999,8422,What is the engine used in driving that vehicle?,steam
5000,470211,What are parked in the street?,motorcycle
5001,480807,What type of advertisement which looks like this typically exhibits product names and logos in movies or popular culture?,commercial
5002,539358,What kind of bicycle is he riding?,regular
5003,119108,Is this a large horse or a small pony?,small pony
5004,539606,How is the man getting down the hill?,shush
5005,97705,What species of bird is this?,pelican
5006,52442,What is the store in the picture?,laundromat
5007,166328,What is the name of the famous dog competition that takes place after the superbowl every year?,puppy bowl
5008,331409,What is someone who specializes in this type of tasting called?,sommelier
5009,64731,Is this a posed picture or was she caught unawares?,posed
5010,355589,Where in the supermarket would you find the vegetables depicted?,produce
5011,222760,What kind of bear is this?,stuffed
5012,464498,What is this type of food set up called?,buffet
5013,120179,What is the complimentary color to the helmet of the batter?,blue
5014,110089,What type of food is this called that's on a stick?,corndog
5015,309314,What is the name of this man's profession?,shepherd
5016,289583,What animal do these resemble?,bear
5017,42349,What beach is this?,myrtle
5018,66299,Who owns these kinds of animals?,farmer
5019,203216,Are these guys amateur singers or professionals?,amateur
5020,88514,What are of the store was this picture taken?,pharmacy
5021,550222,What fruit tops this cake?,blueberry
5022,283814,What type of flower is pictured in the vase?,lavendar
5023,86922,What is this little girl doing?,brush hair
5024,277050,What type of owl is this?,snow owl
5025,155106,What would you call a combination of the two eating utensils pictured?,spork
5026,429318,What are the boxes for?,storage
5027,370059,What spice is shown on the table?,red pepper
5028,442680,Which animal is taller the one with stripes or the one with spots?,spot
5029,313015,What kind of pizza is in the photo?,sausage
5030,256748,Where do you think this place could be located?,skatepark
5031,471905,What vitamin does this vegetable contain?,vitamin
5032,124132,Where is this vegetable found?,garden
